sepal length (cm),sepal width (cm),petal length (cm),petal width (cm),specie
-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.3154442950077403,0
-1.1430169111851105,-0.13197947932162468,-1.3402265266227624,-1.3154442950077403,0
-1.3853526520724133,0.32841405319566835,-1.3970639535363654,-1.3154442950077403,0
-1.5065205225160652,0.09821728693702184,-1.2833890997091593,-1.3154442950077403,0
-1.0218490407414595,1.2492011182302534,-1.3402265266227624,-1.3154442950077403,0
-0.537177558966854,1.939791417006192,-1.1697142458819532,-1.0521799264271385,0
-1.5065205225160652,0.7888075857129604,-1.3402265266227624,-1.1838121107174393,0
-1.0218490407414595,0.7888075857129604,-1.2833890997091593,-1.3154442950077403,0
-1.7488562634033669,-0.3621762455802712,-1.3402265266227624,-1.3154442950077403,0
-1.1430169111851105,0.09821728693702184,-1.2833890997091593,-1.4470764792980408,0
-0.537177558966854,1.4793978844889,-1.2833890997091593,-1.3154442950077403,0
-1.2641847816287624,0.7888075857129604,-1.226551672795556,-1.3154442950077403,0
-1.2641847816287624,-0.13197947932162468,-1.3402265266227624,-1.4470764792980408,0
-1.870024133847019,-0.13197947932162468,-1.5107388073635717,-1.4470764792980408,0
-0.05250607719224957,2.1699881832648384,-1.4539013804499687,-1.3154442950077403,0
-0.1736739476359004,3.090775248299425,-1.2833890997091593,-1.0521799264271385,0
-0.537177558966854,1.939791417006192,-1.3970639535363654,-1.0521799264271385,0
-0.9006811702978088,1.019004351971607,-1.3402265266227624,-1.1838121107174393,0
-0.1736739476359004,1.7095946507475455,-1.1697142458819532,-1.1838121107174393,0
-0.9006811702978088,1.7095946507475455,-1.2833890997091593,-1.1838121107174393,0
-0.537177558966854,0.7888075857129604,-1.1697142458819532,-1.3154442950077403,0
-0.9006811702978088,1.4793978844889,-1.2833890997091593,-1.0521799264271385,0
-1.5065205225160652,1.2492011182302534,-1.567576234277175,-1.3154442950077403,0
-0.9006811702978088,0.5586108194543139,-1.1697142458819532,-0.9205477421368377,0
-1.2641847816287624,0.7888075857129604,-1.0560393920547466,-1.3154442950077403,0
-1.0218490407414595,-0.13197947932162468,-1.226551672795556,-1.3154442950077403,0
-1.0218490407414595,0.7888075857129604,-1.226551672795556,-1.0521799264271385,0
-0.7795132998541568,1.019004351971607,-1.2833890997091593,-1.3154442950077403,0
-0.7795132998541568,0.7888075857129604,-1.3402265266227624,-1.3154442950077403,0
-1.3853526520724133,0.32841405319566835,-1.226551672795556,-1.3154442950077403,0
-1.2641847816287624,0.09821728693702184,-1.226551672795556,-1.3154442950077403,0
-0.537177558966854,0.7888075857129604,-1.2833890997091593,-1.0521799264271385,0
-0.7795132998541568,2.400184949523484,-1.2833890997091593,-1.4470764792980408,0
-0.4160096885232032,2.6303817157821316,-1.3402265266227624,-1.3154442950077403,0
-1.1430169111851105,0.09821728693702184,-1.2833890997091593,-1.3154442950077403,0
-1.0218490407414595,0.32841405319566835,-1.4539013804499687,-1.3154442950077403,0
-0.4160096885232032,1.019004351971607,-1.3970639535363654,-1.3154442950077403,0
-1.1430169111851105,1.2492011182302534,-1.3402265266227624,-1.4470764792980408,0
-1.7488562634033669,-0.13197947932162468,-1.3970639535363654,-1.3154442950077403,0
-0.9006811702978088,0.7888075857129604,-1.2833890997091593,-1.3154442950077403,0
-1.0218490407414595,1.019004351971607,-1.3970639535363654,-1.1838121107174393,0
-1.6276883929597161,-1.7433568431321493,-1.3970639535363654,-1.1838121107174393,0
-1.7488562634033669,0.32841405319566835,-1.3970639535363654,-1.3154442950077403,0
-1.0218490407414595,1.019004351971607,-1.226551672795556,-0.7889155578465368,0
-0.9006811702978088,1.7095946507475455,-1.0560393920547466,-1.0521799264271385,0
-1.2641847816287624,-0.13197947932162468,-1.3402265266227624,-1.1838121107174393,0
-0.9006811702978088,1.7095946507475455,-1.226551672795556,-1.3154442950077403,0
-1.5065205225160652,0.32841405319566835,-1.3402265266227624,-1.3154442950077403,0
-0.658345429410506,1.4793978844889,-1.2833890997091593,-1.3154442950077403,0
-1.0218490407414595,0.5586108194543139,-1.3402265266227624,-1.3154442950077403,0
1.401508368131566,0.32841405319566835,0.5354085615261415,0.26414191647586993,1
0.6745011454696588,0.32841405319566835,0.4217337076989351,0.3957741007661709,1
1.2803404976879151,0.09821728693702184,0.6490834153533479,0.3957741007661709,1
-0.4160096885232032,-1.7433568431321493,0.13754657313091936,0.13250973218556925,1
0.7956690159133096,-0.5923730118389178,0.47857113461253803,0.3957741007661709,1
-0.1736739476359004,-0.5923730118389178,0.4217337076989351,0.13250973218556925,1
0.5533332750260068,0.5586108194543139,0.5354085615261415,0.5274062850564719,1
-1.1430169111851105,-1.513160076873503,-0.26031541526430274,-0.26238682068533337,1
0.9168368863569605,-0.3621762455802712,0.47857113461253803,0.13250973218556925,1
-0.7795132998541568,-0.8225697780975633,0.08070914621731616,0.26414191647586993,1
-1.0218490407414595,-2.433947141908088,-0.14664056143709636,-0.26238682068533337,1
0.06866179325140237,-0.13197947932162468,0.2512214269581257,0.3957741007661709,1
0.18982966369505322,-1.9735536093907948,0.13754657313091936,-0.26238682068533337,1
0.31099753413870407,-0.3621762455802712,0.5354085615261415,0.26414191647586993,1
-0.29484181807955234,-0.3621762455802712,-0.08980313452349317,0.13250973218556925,1
1.0380047568006125,0.09821728693702184,0.36489628078533215,0.26414191647586993,1
-0.29484181807955234,-0.13197947932162468,0.4217337076989351,0.3957741007661709,1
-0.05250607719224957,-0.8225697780975633,0.1943840000445223,-0.26238682068533337,1
0.432165404582356,-1.9735536093907948,0.4217337076989351,0.3957741007661709,1
-0.29484181807955234,-1.2829633106148564,0.08070914621731616,-0.1307546363950324,1
0.06866179325140237,0.32841405319566835,0.5922459884397444,0.7906706536370736,1
0.31099753413870407,-0.5923730118389178,0.13754657313091936,0.13250973218556925,1
0.5533332750260068,-1.2829633106148564,0.6490834153533479,0.3957741007661709,1
0.31099753413870407,-0.5923730118389178,0.5354085615261415,0.0008775478952682834,1
0.6745011454696588,-0.3621762455802712,0.30805885387172866,0.13250973218556925,1
0.9168368863569605,-0.13197947932162468,0.36489628078533215,0.26414191647586993,1
1.1591726272442633,-0.5923730118389178,0.5922459884397444,0.26414191647586993,1
1.0380047568006125,-0.13197947932162468,0.7059208422669508,0.6590384693467726,1
0.18982966369505322,-0.3621762455802712,0.4217337076989351,0.3957741007661709,1
-0.1736739476359004,-1.0527665443562098,-0.14664056143709636,-0.26238682068533337,1
-0.4160096885232032,-1.513160076873503,0.023871719303712964,-0.1307546363950324,1
-0.4160096885232032,-1.513160076873503,-0.032965707609889976,-0.26238682068533337,1
-0.05250607719224957,-0.8225697780975633,0.08070914621731616,0.0008775478952682834,1
0.18982966369505322,-0.8225697780975633,0.7627582691805538,0.5274062850564719,1
-0.537177558966854,-0.13197947932162468,0.4217337076989351,0.3957741007661709,1
0.18982966369505322,0.7888075857129604,0.4217337076989351,0.5274062850564719,1
1.0380047568006125,0.09821728693702184,0.5354085615261415,0.3957741007661709,1
0.5533332750260068,-1.7433568431321493,0.36489628078533215,0.13250973218556925,1
-0.29484181807955234,-0.13197947932162468,0.1943840000445223,0.13250973218556925,1
-0.4160096885232032,-1.2829633106148564,0.13754657313091936,0.13250973218556925,1
-0.4160096885232032,-1.0527665443562098,0.36489628078533215,0.0008775478952682834,1
0.31099753413870407,-0.13197947932162468,0.47857113461253803,0.26414191647586993,1
-0.05250607719224957,-1.0527665443562098,0.13754657313091936,0.0008775478952682834,1
-1.0218490407414595,-1.7433568431321493,-0.26031541526430274,-0.26238682068533337,1
-0.29484181807955234,-0.8225697780975633,0.2512214269581257,0.13250973218556925,1
-0.1736739476359004,-0.13197947932162468,0.2512214269581257,0.0008775478952682834,1
-0.1736739476359004,-0.3621762455802712,0.2512214269581257,0.13250973218556925,1
0.432165404582356,-0.3621762455802712,0.30805885387172866,0.13250973218556925,1
-0.9006811702978088,-1.2829633106148564,-0.4308276960051121,-0.1307546363950324,1
-0.1736739476359004,-0.5923730118389178,0.1943840000445223,0.13250973218556925,1
0.5533332750260068,0.5586108194543139,1.2742951114029821,1.7120959436691794,2
-0.05250607719224957,-0.8225697780975633,0.7627582691805538,0.9223028379273742,2
1.522676238575217,-0.13197947932162468,1.2174576844893792,1.185567206507976,2
0.5533332750260068,-0.3621762455802712,1.0469454037485695,0.7906706536370736,2
0.7956690159133096,-0.13197947932162468,1.1606202575757758,1.317199390798277,2
2.1285155907934734,-0.13197947932162468,1.6153196728846009,1.185567206507976,2
-1.1430169111851105,-1.2829633106148564,0.4217337076989351,0.6590384693467726,2
1.7650119794625196,-0.3621762455802712,1.4448073921437916,0.7906706536370736,2
1.0380047568006125,-1.2829633106148564,1.1606202575757758,0.7906706536370736,2
1.643844109018869,1.2492011182302534,1.331132538316585,1.7120959436691794,2
0.7956690159133096,0.32841405319566835,0.7627582691805538,1.053935022217675,2
0.6745011454696588,-0.8225697780975633,0.8764331230077601,0.9223028379273742,2
1.1591726272442633,-0.13197947932162468,0.9901079768349665,1.185567206507976,2
-0.1736739476359004,-1.2829633106148564,0.7059208422669508,1.053935022217675,2
-0.05250607719224957,-0.5923730118389178,0.7627582691805538,1.5804637593788784,2
0.6745011454696588,0.32841405319566835,0.8764331230077601,1.4488315750885774,2
0.7956690159133096,-0.13197947932162468,0.9901079768349665,0.7906706536370736,2
2.2496834612371255,1.7095946507475455,1.6721570997982043,1.317199390798277,2
2.2496834612371255,-1.0527665443562098,1.7858319536254108,1.4488315750885774,2
0.18982966369505322,-1.9735536093907948,0.7059208422669508,0.3957741007661709,2
1.2803404976879151,0.32841405319566835,1.1037828306621729,1.4488315750885774,2
-0.29484181807955234,-0.5923730118389178,0.6490834153533479,1.053935022217675,2
2.2496834612371255,-0.5923730118389178,1.6721570997982043,1.053935022217675,2
0.5533332750260068,-0.8225697780975633,0.6490834153533479,0.7906706536370736,2
1.0380047568006125,0.5586108194543139,1.1037828306621729,1.185567206507976,2
1.643844109018869,0.32841405319566835,1.2742951114029821,0.7906706536370736,2
0.432165404582356,-0.5923730118389178,0.5922459884397444,0.7906706536370736,2
0.31099753413870407,-0.13197947932162468,0.6490834153533479,0.7906706536370736,2
0.6745011454696588,-0.5923730118389178,1.0469454037485695,1.185567206507976,2
1.643844109018869,-0.13197947932162468,1.1606202575757758,0.5274062850564719,2
1.8861798499061717,-0.5923730118389178,1.331132538316585,0.9223028379273742,2
2.4920192021244283,1.7095946507475455,1.501644819057395,1.053935022217675,2
0.6745011454696588,-0.5923730118389178,1.0469454037485695,1.317199390798277,2
0.5533332750260068,-0.5923730118389178,0.7627582691805538,0.3957741007661709,2
0.31099753413870407,-1.0527665443562098,1.0469454037485695,0.26414191647586993,2
2.2496834612371255,-0.13197947932162468,1.331132538316585,1.4488315750885774,2
0.5533332750260068,0.7888075857129604,1.0469454037485695,1.5804637593788784,2
0.6745011454696588,0.09821728693702184,0.9901079768349665,0.7906706536370736,2
0.18982966369505322,-0.13197947932162468,0.5922459884397444,0.7906706536370736,2
1.2803404976879151,0.09821728693702184,0.9332705499213636,1.185567206507976,2
1.0380047568006125,0.09821728693702184,1.0469454037485695,1.5804637593788784,2
1.2803404976879151,0.09821728693702184,0.7627582691805538,1.4488315750885774,2
-0.05250607719224957,-0.8225697780975633,0.7627582691805538,0.9223028379273742,2
1.1591726272442633,0.32841405319566835,1.2174576844893792,1.4488315750885774,2
1.0380047568006125,0.5586108194543139,1.1037828306621729,1.7120959436691794,2
1.0380047568006125,-0.13197947932162468,0.8195956960941572,1.4488315750885774,2
0.5533332750260068,-1.2829633106148564,0.7059208422669508,0.9223028379273742,2
0.7956690159133096,-0.13197947932162468,0.8195956960941572,1.053935022217675,2
0.432165404582356,0.7888075857129604,0.9332705499213636,1.4488315750885774,2
0.06866179325140237,-0.13197947932162468,0.7627582691805538,0.7906706536370736,2
